Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
0;32902;3;10967;6.00;2.33;65802.00;25589.67;0.35151;0.13670
1;32400;3;10800;6.00;2.34;64800.00;25311.68;0.34615;0.13521
2;32041;3;10680;6.00;2.36;64080.00;25191.93;0.34231;0.13457
3;31684;3;10561;6.00;2.38;63366.00;25097.86;0.33849;0.13407
4;31329;3;10443;6.00;2.40;62658.00;25021.71;0.33471;0.13366
5;30976;3;10325;6.00;2.42;61950.00;24956.83;0.33093;0.13332
6;30976;3;10325;6.00;2.44;61950.00;25188.23;0.33093;0.13455
7;30625;3;10208;6.00;2.46;61248.00;25143.36;0.32718;0.13431
8;30276;3;10092;6.00;2.49;60552.00;25105.90;0.32346;0.13411
9;29929;3;9976;6.00;2.51;59856.00;25072.14;0.31974;0.13393
10;29584;3;9861;6.00;2.54;59166.00;25043.54;0.31606;0.13378
11;29241;3;9747;6.00;2.57;58482.00;25019.29;0.31240;0.13365
12;28900;3;9633;6.00;2.59;57798.00;24996.09;0.30875;0.13353
13;28561;3;9520;6.00;2.62;57120.00;24975.88;0.30513;0.13342
14;28224;3;9408;6.00;2.65;56448.00;24958.15;0.30154;0.13332
15;28224;3;9408;6.00;2.68;56448.00;25240.23;0.30154;0.13483
16;27889;3;9296;6.00;2.71;55776.00;25224.11;0.29795;0.13474
17;27556;3;9185;6.00;2.74;55110.00;25209.21;0.29439;0.13466
18;27225;3;9075;6.00;2.78;54450.00;25195.20;0.29087;0.13459
19;26896;3;8965;6.00;2.81;53790.00;25178.99;0.28734;0.13450
20;26569;3;8856;6.00;2.84;53136.00;25163.07;0.28385;0.13442
21;26244;3;8748;6.00;2.87;52488.00;25147.22;0.28038;0.13433
22;25921;3;8640;6.00;2.91;51840.00;25128.32;0.27692;0.13423
23;25600;3;8533;6.00;2.94;51198.00;25109.03;0.27349;0.13413
24;25600;3;8533;6.00;2.98;51198.00;25404.77;0.27349;0.13571
25;25281;3;8427;6.00;3.01;50562.00;25384.92;0.27010;0.13560
26;24964;3;8321;6.00;3.05;49926.00;25361.15;0.26670;0.13548
27;24649;3;8216;6.00;3.08;49296.00;25336.33;0.26333;0.13534
28;24336;3;8112;6.00;3.12;48672.00;25310.34;0.26000;0.13520
29;24025;3;8008;6.00;3.16;48048.00;25279.92;0.25667;0.13504
30;23716;3;7905;6.00;3.19;47430.00;25248.09;0.25337;0.13487
31;23409;3;7803;6.00;3.23;46818.00;25214.74;0.25010;0.13469
32;23409;3;7803;6.00;3.27;46818.00;25510.03;0.25010;0.13627
33;23104;3;7701;6.00;3.31;46206.00;25470.73;0.24683;0.13606
34;22801;3;7600;6.00;3.35;45600.00;25429.64;0.24359;0.13584
35;22500;3;7500;6.00;3.38;45000.00;25386.71;0.24038;0.13561
36;22201;3;7400;6.00;3.42;44400.00;25338.49;0.23718;0.13536
37;21904;3;7301;6.00;3.46;43806.00;25288.27;0.23401;0.13509
38;21609;3;7203;6.00;3.50;43218.00;25236.05;0.23087;0.13481
39;21316;3;7105;6.00;3.54;42630.00;25178.25;0.22772;0.13450
40;21025;3;7008;6.00;3.58;42048.00;25118.34;0.22462;0.13418
41;21025;3;7008;6.00;3.63;42048.00;25404.31;0.22462;0.13571
42;20736;3;6912;6.00;3.67;41472.00;25340.43;0.22154;0.13537
43;20449;3;6816;6.00;3.71;40896.00;25270.66;0.21846;0.13499
44;20164;3;6721;6.00;3.75;40326.00;25198.65;0.21542;0.13461
45;19881;3;6627;6.00;3.79;39762.00;25124.39;0.21240;0.13421
46;19600;3;6533;6.00;3.83;39198.00;25044.08;0.20939;0.13378
47;19321;3;6440;6.00;3.88;38640.00;24961.47;0.20641;0.13334
48;19044;3;6348;6.00;3.92;38088.00;24876.61;0.20346;0.13289
49;19044;3;6348;6.00;3.96;38088.00;25150.04;0.20346;0.13435
50;18769;3;6256;6.00;4.01;37536.00;25056.67;0.20051;0.13385
51;18496;3;6165;6.00;4.05;36990.00;24960.98;0.19760;0.13334
52;18225;3;6075;6.00;4.09;36450.00;24863.01;0.19471;0.13282
53;17956;3;5985;6.00;4.14;35910.00;24758.67;0.19183;0.13226
54;17689;3;5896;6.00;4.18;35376.00;24652.05;0.18897;0.13169
55;17424;3;5808;6.00;4.23;34848.00;24543.18;0.18615;0.13111
56;17161;3;5720;6.00;4.27;34320.00;24427.87;0.18333;0.13049
57;17161;3;5720;6.00;4.32;34320.00;24685.80;0.18333;0.13187
58;16900;3;5633;6.00;4.36;33798.00;24565.68;0.18054;0.13123
59;16641;3;5547;6.00;4.41;33282.00;24443.38;0.17779;0.13057
60;16384;3;5461;6.00;4.45;32766.00;24314.51;0.17503;0.12989
61;16129;3;5376;6.00;4.50;32256.00;24183.50;0.17231;0.12919
62;15876;3;5292;6.00;4.54;31752.00;24050.41;0.16962;0.12847
63;15625;3;5208;6.00;4.59;31248.00;23910.72;0.16692;0.12773
64;15376;3;5125;6.00;4.64;30750.00;23768.99;0.16426;0.12697
65;15376;3;5125;6.00;4.68;30750.00;24009.46;0.16426;0.12826
66;15129;3;5043;6.00;4.73;30258.00;23863.02;0.16163;0.12747
67;14884;3;4961;6.00;4.78;29766.00;23709.91;0.15901;0.12666
68;14641;3;4880;6.00;4.83;29280.00;23554.91;0.15641;0.12583
69;14400;3;4800;6.00;4.87;28800.00;23398.08;0.15385;0.12499
70;14161;3;4720;6.00;4.92;28320.00;23234.59;0.15128;0.12412
71;13924;3;4641;6.00;4.97;27846.00;23069.35;0.14875;0.12323
72;13689;3;4563;6.00;5.02;27378.00;22902.45;0.14625;0.12234
73;13689;3;4563;6.00;5.07;27378.00;23124.18;0.14625;0.12353
74;13456;3;4485;6.00;5.12;26910.00;22947.74;0.14375;0.12258
75;13225;3;4408;6.00;5.17;26448.00;22769.73;0.14128;0.12163
76;12996;3;4332;6.00;5.21;25992.00;22590.24;0.13885;0.12067
77;12769;3;4256;6.00;5.26;25536.00;22404.10;0.13641;0.11968
78;12544;3;4181;6.00;5.31;25086.00;22216.57;0.13401;0.11868
79;12321;3;4107;6.00;5.36;24642.00;22027.75;0.13163;0.11767
80;12321;3;4107;6.00;5.41;24642.00;22232.93;0.13163;0.11877
81;12100;3;4033;6.00;5.46;24198.00;22034.57;0.12926;0.11771
82;11881;3;3960;6.00;5.51;23760.00;21835.04;0.12692;0.11664
83;11664;3;3888;6.00;5.56;23328.00;21634.45;0.12462;0.11557
84;11449;3;3816;6.00;5.62;22896.00;21427.27;0.12231;0.11446
85;11236;3;3745;6.00;5.67;22470.00;21219.14;0.12003;0.11335
86;11025;3;3675;6.00;5.72;22050.00;21010.17;0.11779;0.11223
87;10816;3;3605;6.00;5.77;21630.00;20794.69;0.11554;0.11108
88;10816;3;3605;6.00;5.82;21630.00;20980.04;0.11554;0.11207
89;10609;3;3536;6.00;5.87;21216.00;20760.91;0.11333;0.11090
90;10404;3;3468;6.00;5.92;20808.00;20541.18;0.11115;0.10973
91;10201;3;3400;6.00;5.98;20400.00;20315.00;0.10897;0.10852
92;10000;3;3333;6.00;6.03;19998.00;20088.36;0.10683;0.10731
93;9801;3;3267;6.00;6.08;19602.00;19861.36;0.10471;0.10610
94;9604;3;3201;6.00;6.13;19206.00;19628.01;0.10260;0.10485
95;9409;3;3136;6.00;6.18;18816.00;19394.45;0.10051;0.10360
96;9409;3;3136;6.00;6.24;18816.00;19559.97;0.10051;0.10449
97;9216;3;3072;6.00;6.29;18432.00;19323.45;0.09846;0.10322
98;9025;3;3008;6.00;6.34;18048.00;19080.63;0.09641;0.10193
99;8836;3;2945;6.00;6.40;17670.00;18837.90;0.09439;0.10063
100;8649;3;2883;6.00;6.45;17298.00;18595.37;0.09240;0.09933
101;8464;3;2821;6.00;6.50;16926.00;18346.67;0.09042;0.09801
102;8281;3;2760;6.00;6.56;16560.00;18098.31;0.08846;0.09668
103;8100;3;2700;6.00;6.61;16200.00;17850.44;0.08654;0.09535
104;7921;3;2640;6.00;6.67;15840.00;17596.51;0.08462;0.09400
