Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
28;24336;1;24336;6.00;3.12;146016.00;75931.02;0.78000;0.40561
29;24025;1;24025;6.00;3.16;144150.00;75842.93;0.77003;0.40514
30;23716;1;23716;6.00;3.19;142296.00;75747.45;0.76013;0.40463
31;23409;1;23409;6.00;3.23;140454.00;75644.23;0.75029;0.40408
32;23409;1;23409;6.00;3.27;140454.00;76530.09;0.75029;0.40881
33;23104;1;23104;6.00;3.31;138624.00;76415.51;0.74051;0.40820
34;22801;1;22801;6.00;3.35;136806.00;76292.27;0.73080;0.40754
35;22500;1;22500;6.00;3.38;135000.00;76160.15;0.72115;0.40684
36;22201;1;22201;6.00;3.42;133206.00;76018.88;0.71157;0.40608
37;21904;1;21904;6.00;3.46;131424.00;75868.27;0.70205;0.40528
38;21609;1;21609;6.00;3.50;129654.00;75708.14;0.69260;0.40442
39;21316;1;21316;6.00;3.54;127896.00;75538.30;0.68321;0.40352
40;21025;1;21025;6.00;3.58;126150.00;75358.62;0.67388;0.40256
41;21025;1;21025;6.00;3.63;126150.00;76216.56;0.67388;0.40714
42;20736;1;20736;6.00;3.67;124416.00;76021.29;0.66462;0.40610
43;20449;1;20449;6.00;3.71;122694.00;75815.70;0.65542;0.40500
44;20164;1;20164;6.00;3.75;120984.00;75599.70;0.64628;0.40384
45;19881;1;19881;6.00;3.79;119286.00;75373.17;0.63721;0.40263
46;19600;1;19600;6.00;3.83;117600.00;75136.06;0.62821;0.40137
47;19321;1;19321;6.00;3.88;115926.00;74888.30;0.61926;0.40004
48;19044;1;19044;6.00;3.92;114264.00;74629.83;0.61038;0.39866
49;19044;1;19044;6.00;3.96;114264.00;75450.12;0.61038;0.40305
50;18769;1;18769;6.00;4.01;112614.00;75174.02;0.60157;0.40157
51;18496;1;18496;6.00;4.05;110976.00;74886.99;0.59282;0.40004
52;18225;1;18225;6.00;4.09;109350.00;74589.04;0.58413;0.39845
53;17956;1;17956;6.00;4.14;107736.00;74280.15;0.57551;0.39680
54;17689;1;17689;6.00;4.18;106134.00;73960.32;0.56696;0.39509
55;17424;1;17424;6.00;4.23;104544.00;73629.55;0.55846;0.39332
56;17161;1;17161;6.00;4.27;102966.00;73287.88;0.55003;0.39150
57;17161;1;17161;6.00;4.32;102966.00;74061.70;0.55003;0.39563
58;16900;1;16900;6.00;4.36;101400.00;73701.39;0.54167;0.39370
59;16641;1;16641;6.00;4.41;99846.00;73330.14;0.53337;0.39172
60;16384;1;16384;6.00;4.45;98304.00;72947.99;0.52513;0.38968
61;16129;1;16129;6.00;4.50;96774.00;72555.01;0.51696;0.38758
62;15876;1;15876;6.00;4.54;95256.00;72151.24;0.50885;0.38542
63;15625;1;15625;6.00;4.59;93750.00;71736.75;0.50080;0.38321
64;15376;1;15376;6.00;4.64;92256.00;71311.63;0.49282;0.38094
65;15376;1;15376;6.00;4.68;92256.00;72033.06;0.49282;0.38479
66;15129;1;15129;6.00;4.73;90774.00;71589.05;0.48490;0.38242
67;14884;1;14884;6.00;4.78;89304.00;71134.52;0.47705;0.37999
68;14641;1;14641;6.00;4.83;87846.00;70669.55;0.46926;0.37751
69;14400;1;14400;6.00;4.87;86400.00;70194.24;0.46154;0.37497
70;14161;1;14161;6.00;4.92;84966.00;69708.70;0.45388;0.37238
71;13924;1;13924;6.00;4.97;83544.00;69213.02;0.44628;0.36973
72;13689;1;13689;6.00;5.02;82134.00;68707.34;0.43875;0.36703
73;13689;1;13689;6.00;5.07;82134.00;69372.55;0.43875;0.37058
74;13456;1;13456;6.00;5.12;80736.00;68848.35;0.43128;0.36778
75;13225;1;13225;6.00;5.17;79350.00;68314.37;0.42388;0.36493
76;12996;1;12996;6.00;5.21;77976.00;67770.72;0.41654;0.36202
77;12769;1;12769;6.00;5.26;76614.00;67217.56;0.40926;0.35907
78;12544;1;12544;6.00;5.31;75264.00;66655.02;0.40205;0.35606
79;12321;1;12321;6.00;5.36;73926.00;66083.27;0.39490;0.35301
80;12321;1;12321;6.00;5.41;73926.00;66698.79;0.39490;0.35630
81;12100;1;12100;6.00;5.46;72600.00;66109.17;0.38782;0.35315
82;11881;1;11881;6.00;5.51;71286.00;65510.64;0.38080;0.34995
83;11664;1;11664;6.00;5.56;69984.00;64903.34;0.37385;0.34671
84;11449;1;11449;6.00;5.62;68694.00;64287.43;0.36696;0.34342
85;11236;1;11236;6.00;5.67;67416.00;63663.10;0.36013;0.34008
86;11025;1;11025;6.00;5.72;66150.00;63030.51;0.35337;0.33670
87;10816;1;10816;6.00;5.77;64896.00;62389.84;0.34667;0.33328
88;10816;1;10816;6.00;5.82;64896.00;62945.95;0.34667;0.33625
89;10609;1;10609;6.00;5.87;63654.00;62288.59;0.34003;0.33274
90;10404;1;10404;6.00;5.92;62424.00;61623.55;0.33346;0.32919
91;10201;1;10201;6.00;5.98;61206.00;60950.97;0.32696;0.32559
92;10000;1;10000;6.00;6.03;60000.00;60271.10;0.32051;0.32196
93;9801;1;9801;6.00;6.08;58806.00;59584.09;0.31413;0.31829
94;9604;1;9604;6.00;6.13;57624.00;58890.17;0.30782;0.31458
95;9409;1;9409;6.00;6.18;56454.00;58189.53;0.30157;0.31084
96;9409;1;9409;6.00;6.24;56454.00;58686.16;0.30157;0.31349
97;9216;1;9216;6.00;6.29;55296.00;57970.34;0.29538;0.30967
98;9025;1;9025;6.00;6.34;54150.00;57248.24;0.28926;0.30581
99;8836;1;8836;6.00;6.40;53016.00;56520.09;0.28321;0.30192
100;8649;1;8649;6.00;6.45;51894.00;55786.11;0.27721;0.29800
101;8464;1;8464;6.00;6.50;50784.00;55046.50;0.27128;0.29405
102;8281;1;8281;6.00;6.56;49686.00;54301.50;0.26542;0.29007
103;8100;1;8100;6.00;6.61;48600.00;53551.32;0.25962;0.28606
104;7921;1;7921;6.00;6.67;47526.00;52796.21;0.25388;0.28203
105;7744;1;7744;6.00;6.72;46464.00;52036.38;0.24821;0.27797
106;7744;1;7744;6.00;6.77;46464.00;52457.52;0.24821;0.28022
107;7569;1;7569;6.00;6.83;45414.00;51684.88;0.24260;0.27609
108;7396;1;7396;6.00;6.88;44376.00;50908.04;0.23705;0.27194
109;7225;1;7225;6.00;6.94;43350.00;50127.25;0.23157;0.26777
110;7056;1;7056;6.00;6.99;42336.00;49342.76;0.22615;0.26358
111;6889;1;6889;6.00;7.05;41334.00;48554.81;0.22080;0.25937
112;6724;1;6724;6.00;7.10;40344.00;47763.66;0.21551;0.25515
113;6561;1;6561;6.00;7.16;39366.00;46969.55;0.21029;0.25091
114;6561;1;6561;6.00;7.21;39366.00;47334.27;0.21029;0.25285
115;6400;1;6400;6.00;7.27;38400.00;46529.44;0.20513;0.24855
116;6241;1;6241;6.00;7.33;37446.00;45722.23;0.20003;0.24424
117;6084;1;6084;6.00;7.38;36504.00;44912.89;0.19500;0.23992
118;5929;1;5929;6.00;7.44;35574.00;44101.69;0.19003;0.23559
119;5776;1;5776;6.00;7.49;34656.00;43288.89;0.18513;0.23124
120;5625;1;5625;6.00;7.55;33750.00;42474.76;0.18029;0.22690
121;5476;1;5476;6.00;7.61;32856.00;41659.57;0.17551;0.22254
122;5476;1;5476;6.00;7.66;32856.00;41970.26;0.17551;0.22420
123;5329;1;5329;6.00;7.72;31974.00;41146.68;0.17080;0.21980
124;5184;1;5184;6.00;7.78;31104.00;40322.67;0.16615;0.21540
125;5041;1;5041;6.00;7.84;30246.00;39498.48;0.16157;0.21100
126;4900;1;4900;6.00;7.89;29400.00;38674.41;0.15705;0.20659
127;4761;1;4761;6.00;7.95;28566.00;37850.73;0.15260;0.20219
128;4624;1;4624;6.00;8.01;27744.00;37027.72;0.14821;0.19780
129;4624;1;4624;6.00;8.07;27744.00;37294.52;0.14821;0.19922
130;4489;1;4489;6.00;8.12;26934.00;36465.30;0.14388;0.19479
131;4356;1;4356;6.00;8.18;26136.00;35637.40;0.13962;0.19037
132;4225;1;4225;6.00;8.24;25350.00;34811.13;0.13542;0.18596
133;4096;1;4096;6.00;8.30;24576.00;33986.77;0.13128;0.18155
134;3969;1;3969;6.00;8.36;23814.00;33164.63;0.12721;0.17716
135;3844;1;3844;6.00;8.41;23064.00;32344.98;0.12321;0.17278
136;3721;1;3721;6.00;8.47;22326.00;31528.15;0.11926;0.16842
137;3721;1;3721;6.00;8.53;22326.00;31746.77;0.11926;0.16959
138;3600;1;3600;6.00;8.59;21600.00;30926.40;0.11538;0.16521
139;3481;1;3481;6.00;8.65;20886.00;30109.52;0.11157;0.16084
140;3364;1;3364;6.00;8.71;20184.00;29296.45;0.10782;0.15650
141;3249;1;3249;6.00;8.77;19494.00;28487.48;0.10413;0.15218
142;3136;1;3136;6.00;8.83;18816.00;27682.94;0.10051;0.14788
143;3025;1;3025;6.00;8.89;18150.00;26883.12;0.09696;0.14361
144;2916;1;2916;6.00;8.95;17496.00;26088.36;0.09346;0.13936
145;2916;1;2916;6.00;9.01;17496.00;26262.63;0.09346;0.14029
146;2809;1;2809;6.00;9.07;16854.00;25467.18;0.09003;0.13604
147;2704;1;2704;6.00;9.13;16224.00;24677.49;0.08667;0.13182
148;2601;1;2601;6.00;9.19;15606.00;23893.89;0.08337;0.12764
149;2500;1;2500;6.00;9.25;15000.00;23116.71;0.08013;0.12349
150;2401;1;2401;6.00;9.31;14406.00;22346.26;0.07696;0.11937
151;2304;1;2304;6.00;9.37;13824.00;21582.86;0.07385;0.11529
152;2209;1;2209;6.00;9.43;13254.00;20826.85;0.07080;0.11125
153;2116;1;2116;6.00;9.49;12696.00;20078.55;0.06782;0.10726
154;2025;1;2025;6.00;9.55;12150.00;19338.30;0.06490;0.10330
155;1936;1;1936;6.00;9.61;11616.00;18606.42;0.06205;0.09939
156;1936;1;1936;6.00;9.67;11616.00;18724.70;0.06205;0.10003
157;1849;1;1849;6.00;9.73;11094.00;17996.44;0.05926;0.09613
158;1764;1;1764;6.00;9.79;10584.00;17277.31;0.05654;0.09229
159;1681;1;1681;6.00;9.86;10086.00;16567.67;0.05388;0.08850
160;1600;1;1600;6.00;9.92;9600.00;15867.85;0.05128;0.08476
161;1521;1;1521;6.00;9.98;9126.00;15178.18;0.04875;0.08108
162;1444;1;1444;6.00;10.04;8664.00;14499.02;0.04628;0.07745
163;1369;1;1369;6.00;10.10;8214.00;13830.71;0.04388;0.07388
164;1296;1;1296;6.00;10.16;7776.00;13173.59;0.04154;0.07037
165;1296;1;1296;6.00;10.23;7776.00;13254.12;0.04154;0.07080
166;1225;1;1225;6.00;10.29;7350.00;12604.26;0.03926;0.06733
167;1156;1;1156;6.00;10.35;6936.00;11966.39;0.03705;0.06392
168;1089;1;1089;6.00;10.41;6534.00;11340.87;0.03490;0.06058
169;1024;1;1024;6.00;10.48;6144.00;10728.05;0.03282;0.05731
170;961;1;961;6.00;10.54;5766.00;10128.27;0.03080;0.05410
171;900;1;900;6.00;10.60;5400.00;9541.90;0.02885;0.05097
172;841;1;841;6.00;10.67;5046.00;8969.29;0.02696;0.04791
173;784;1;784;6.00;10.73;4704.00;8410.80;0.02513;0.04493
174;784;1;784;6.00;10.79;4704.00;8460.30;0.02513;0.04519
175;729;1;729;6.00;10.85;4374.00;7912.88;0.02337;0.04227
176;676;1;676;6.00;10.92;4056.00;7380.43;0.02167;0.03943
177;625;1;625;6.00;10.98;3750.00;6863.28;0.02003;0.03666
178;576;1;576;6.00;11.04;3456.00;6361.82;0.01846;0.03398
179;529;1;529;6.00;11.11;3174.00;5876.40;0.01696;0.03139
180;484;1;484;6.00;11.17;2904.00;5407.39;0.01551;0.02889
181;441;1;441;6.00;11.24;2646.00;4955.15;0.01413;0.02647
182;400;1;400;6.00;11.30;2400.00;4520.07;0.01282;0.02415
183;361;1;361;6.00;11.36;2166.00;4102.50;0.01157;0.02192
184;324;1;324;6.00;11.43;1944.00;3702.83;0.01038;0.01978
185;289;1;289;6.00;11.49;1734.00;3321.42;0.00926;0.01774
186;256;1;256;6.00;11.56;1536.00;2958.64;0.00821;0.01580
187;256;1;256;6.00;11.62;1536.00;2975.16;0.00821;0.01589
188;225;1;225;6.00;11.69;1350.00;2629.43;0.00721;0.01405
189;196;1;196;6.00;11.75;1176.00;2303.21;0.00628;0.01230
190;169;1;169;6.00;11.82;1014.00;1996.89;0.00542;0.01067
191;144;1;144;6.00;11.88;864.00;1710.84;0.00462;0.00914
192;144;1;144;6.00;11.95;864.00;1720.21;0.00462;0.00919
193;121;1;121;6.00;12.01;726.00;1453.33;0.00388;0.00776
194;81;1;81;6.00;12.08;486.00;978.18;0.00260;0.00523
195;81;1;81;6.00;12.14;486.00;983.47;0.00260;0.00525
196;64;1;64;6.00;12.21;384.00;781.25;0.00205;0.00417
197;49;1;49;6.00;12.27;294.00;601.36;0.00157;0.00321
198;36;1;36;6.00;12.34;216.00;444.18;0.00115;0.00237
199;25;1;25;6.00;12.40;150.00;310.10;0.00080;0.00166
200;16;1;16;6.00;12.47;96.00;199.52;0.00051;0.00107
201;9;1;9;6.00;12.54;54.00;112.82;0.00029;0.00060
202;9;1;9;6.00;12.60;54.00;113.42;0.00029;0.00061
203;4;1;4;6.00;12.67;24.00;50.67;0.00013;0.00027
