Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
115;6400;2;3200;6.00;7.27;19200.00;23264.72;0.10256;0.12428
116;6241;2;3120;6.00;7.33;18720.00;22857.45;0.10000;0.12210
117;6084;2;3042;6.00;7.38;18252.00;22456.44;0.09750;0.11996
118;5929;2;2964;6.00;7.44;17784.00;22047.13;0.09500;0.11777
119;5776;2;2888;6.00;7.49;17328.00;21644.44;0.09256;0.11562
120;5625;2;2812;6.00;7.55;16872.00;21233.60;0.09013;0.11343
121;5476;2;2738;6.00;7.61;16428.00;20829.79;0.08776;0.11127
122;5476;2;2738;6.00;7.66;16428.00;20985.13;0.08776;0.11210
123;5329;2;2664;6.00;7.72;15984.00;20569.48;0.08538;0.10988
124;5184;2;2592;6.00;7.78;15552.00;20161.33;0.08308;0.10770
125;5041;2;2520;6.00;7.84;15120.00;19745.32;0.08077;0.10548
126;4900;2;2450;6.00;7.89;14700.00;19337.20;0.07853;0.10330
127;4761;2;2380;6.00;7.95;14280.00;18921.39;0.07628;0.10108
128;4624;2;2312;6.00;8.01;13872.00;18513.86;0.07410;0.09890
129;4624;2;2312;6.00;8.07;13872.00;18647.26;0.07410;0.09961
130;4489;2;2244;6.00;8.12;13464.00;18228.59;0.07192;0.09737
131;4356;2;2178;6.00;8.18;13068.00;17818.70;0.06981;0.09519
132;4225;2;2112;6.00;8.24;12672.00;17401.44;0.06769;0.09296
133;4096;2;2048;6.00;8.30;12288.00;16993.38;0.06564;0.09078
134;3969;2;1984;6.00;8.36;11904.00;16578.13;0.06359;0.08856
135;3844;2;1922;6.00;8.41;11532.00;16172.49;0.06160;0.08639
136;3721;2;1860;6.00;8.47;11160.00;15759.84;0.05962;0.08419
137;3721;2;1860;6.00;8.53;11160.00;15869.12;0.05962;0.08477
138;3600;2;1800;6.00;8.59;10800.00;15463.20;0.05769;0.08260
139;3481;2;1740;6.00;8.65;10440.00;15050.44;0.05577;0.08040
140;3364;2;1682;6.00;8.71;10092.00;14648.22;0.05391;0.07825
141;3249;2;1624;6.00;8.77;9744.00;14239.36;0.05205;0.07606
142;3136;2;1568;6.00;8.83;9408.00;13841.47;0.05026;0.07394
143;3025;2;1512;6.00;8.89;9072.00;13437.12;0.04846;0.07178
144;2916;2;1458;6.00;8.95;8748.00;13044.18;0.04673;0.06968
145;2916;2;1458;6.00;9.01;8748.00;13131.32;0.04673;0.07015
146;2809;2;1404;6.00;9.07;8424.00;12729.06;0.04500;0.06800
147;2704;2;1352;6.00;9.13;8112.00;12338.75;0.04333;0.06591
148;2601;2;1300;6.00;9.19;7800.00;11942.35;0.04167;0.06379
149;2500;2;1250;6.00;9.25;7500.00;11558.35;0.04006;0.06174
150;2401;2;1200;6.00;9.31;7200.00;11168.47;0.03846;0.05966
151;2304;2;1152;6.00;9.37;6912.00;10791.43;0.03692;0.05765
152;2209;2;1104;6.00;9.43;6624.00;10408.71;0.03538;0.05560
153;2116;2;1058;6.00;9.49;6348.00;10039.28;0.03391;0.05363
154;2025;2;1012;6.00;9.55;6072.00;9664.38;0.03244;0.05163
155;1936;2;968;6.00;9.61;5808.00;9303.21;0.03103;0.04970
156;1936;2;968;6.00;9.67;5808.00;9362.35;0.03103;0.05001
157;1849;2;924;6.00;9.73;5544.00;8993.35;0.02962;0.04804
158;1764;2;882;6.00;9.79;5292.00;8638.66;0.02827;0.04615
159;1681;2;840;6.00;9.86;5040.00;8278.91;0.02692;0.04422
160;1600;2;800;6.00;9.92;4800.00;7933.92;0.02564;0.04238
161;1521;2;760;6.00;9.98;4560.00;7584.10;0.02436;0.04051
162;1444;2;722;6.00;10.04;4332.00;7249.51;0.02314;0.03873
163;1369;2;684;6.00;10.10;4104.00;6910.30;0.02192;0.03691
164;1296;2;648;6.00;10.16;3888.00;6586.79;0.02077;0.03519
165;1296;2;648;6.00;10.23;3888.00;6627.06;0.02077;0.03540
166;1225;2;612;6.00;10.29;3672.00;6296.98;0.01962;0.03364
167;1156;2;578;6.00;10.35;3468.00;5983.20;0.01853;0.03196
168;1089;2;544;6.00;10.41;3264.00;5665.23;0.01744;0.03026
169;1024;2;512;6.00;10.48;3072.00;5364.02;0.01641;0.02865
170;961;2;480;6.00;10.54;2880.00;5058.87;0.01538;0.02702
171;900;2;450;6.00;10.60;2700.00;4770.95;0.01442;0.02549
172;841;2;420;6.00;10.67;2520.00;4479.31;0.01346;0.02393
173;784;2;392;6.00;10.73;2352.00;4205.40;0.01256;0.02246
174;784;2;392;6.00;10.79;2352.00;4230.15;0.01256;0.02260
175;729;2;364;6.00;10.85;2184.00;3951.02;0.01167;0.02111
176;676;2;338;6.00;10.92;2028.00;3690.21;0.01083;0.01971
177;625;2;312;6.00;10.98;1872.00;3426.15;0.01000;0.01830
178;576;2;288;6.00;11.04;1728.00;3180.91;0.00923;0.01699
179;529;2;264;6.00;11.11;1584.00;2932.64;0.00846;0.01567
180;484;2;242;6.00;11.17;1452.00;2703.69;0.00776;0.01444
181;441;2;220;6.00;11.24;1320.00;2471.96;0.00705;0.01320
182;400;2;200;6.00;11.30;1200.00;2260.03;0.00641;0.01207
183;361;2;180;6.00;11.36;1080.00;2045.57;0.00577;0.01093
184;324;2;162;6.00;11.43;972.00;1851.41;0.00519;0.00989
185;289;2;144;6.00;11.49;864.00;1654.96;0.00462;0.00884
186;256;2;128;6.00;11.56;768.00;1479.32;0.00410;0.00790
187;256;2;128;6.00;11.62;768.00;1487.58;0.00410;0.00795
188;225;2;112;6.00;11.69;672.00;1308.87;0.00359;0.00699
189;196;2;98;6.00;11.75;588.00;1151.61;0.00314;0.00615
190;169;2;84;6.00;11.82;504.00;992.54;0.00269;0.00530
191;144;2;72;6.00;11.88;432.00;855.42;0.00231;0.00457
192;144;2;72;6.00;11.95;432.00;860.10;0.00231;0.00459
193;121;2;60;6.00;12.01;360.00;720.66;0.00192;0.00385
194;81;2;40;6.00;12.08;240.00;483.05;0.00128;0.00258
195;81;2;40;6.00;12.14;240.00;485.66;0.00128;0.00259
196;64;2;32;6.00;12.21;192.00;390.62;0.00103;0.00209
197;49;2;24;6.00;12.27;144.00;294.54;0.00077;0.00157
198;36;2;18;6.00;12.34;108.00;222.09;0.00058;0.00119
199;25;2;12;6.00;12.40;72.00;148.85;0.00038;0.00080
200;16;2;8;6.00;12.47;48.00;99.76;0.00026;0.00053
201;9;2;4;6.00;12.54;24.00;50.14;0.00013;0.00027
202;9;2;4;6.00;12.60;24.00;50.41;0.00013;0.00027
203;4;2;2;6.00;12.67;12.00;25.34;0.00006;0.00014
